# MSE;MAE
0.0112849;0.0495805
0.0005243;0.0122985
0.0003210;0.0095274
0.0002654;0.0086067
0.0002325;0.0080512
0.0002113;0.0076348
0.0001901;0.0072095
0.0001872;0.0071328
0.0001728;0.0068375
0.0001677;0.0067317
0.0001642;0.0066262
0.0001548;0.0064479
0.0001479;0.0062939
0.0001462;0.0062747
0.0001410;0.0062205
0.0001334;0.0060388
0.0001315;0.0060167
0.0001276;0.0059463
0.0001193;0.0057266
0.0001194;0.0057833
0.0001179;0.0057493
0.0001135;0.0056407
0.0001099;0.0055688
0.0001064;0.0054602
0.0001049;0.0054472
0.0001004;0.0052975
0.0000995;0.0053139
0.0001004;0.0053409
0.0000969;0.0052455
0.0000939;0.0051602
0.0000937;0.0051667
0.0000896;0.0050276
0.0000884;0.0050017
0.0000889;0.0050332
0.0000873;0.0049760
0.0000849;0.0049144
0.0000845;0.0049231
0.0000833;0.0048964
0.0000813;0.0048421
0.0000864;0.0050100
0.0000778;0.0047112
0.0000800;0.0048285
0.0000771;0.0047108
0.0000754;0.0046579
0.0000773;0.0047584
0.0000762;0.0046754
0.0000733;0.0046182
0.0000727;0.0046151
0.0000737;0.0046512
0.0000714;0.0045689
0.0000702;0.0045329
0.0000700;0.0045387
0.0000704;0.0045684
0.0000710;0.0046197
0.0000673;0.0044681
0.0000667;0.0044689
0.0000668;0.0044599
0.0000670;0.0044907
0.0000641;0.0043671
0.0000632;0.0043557
0.0000648;0.0044319
0.0000633;0.0043502
0.0000639;0.0044065
0.0000607;0.0042898
0.0000615;0.0043269
0.0000606;0.0042780
0.0000593;0.0042703
0.0000591;0.0042493
0.0000582;0.0042324
0.0000599;0.0042995
0.0000572;0.0042097
0.0000568;0.0041790
0.0000572;0.0042086
0.0000552;0.0041419
0.0000560;0.0041572
0.0000569;0.0042154
0.0000544;0.0041145
0.0000535;0.0040947
0.0000549;0.0041579
0.0000524;0.0040553
0.0000532;0.0041040
0.0000522;0.0040748
0.0000517;0.0040336
0.0000503;0.0039892
0.0000528;0.0040872
0.0000497;0.0039593
0.0000486;0.0039422
0.0000505;0.0040021
0.0000491;0.0039523
0.0000491;0.0039575
0.0000486;0.0039412
0.0000482;0.0039327
0.0000489;0.0039434
0.0000477;0.0039139
0.0000465;0.0038414
0.0000469;0.0038775
0.0000462;0.0038570
0.0000458;0.0038379
0.0000457;0.0038459
0.0000439;0.0037480
0.0000446;0.0038010
0.0000465;0.0038735
0.0000444;0.0037780
0.0000446;0.0038023
0.0000443;0.0037773
0.0000436;0.0037571
0.0000439;0.0037889
0.0000435;0.0037484
0.0000429;0.0037203
0.0000450;0.0038329
0.0000416;0.0036712
0.0000417;0.0036882
0.0000431;0.0037333
0.0000424;0.0037065
0.0000415;0.0036806
0.0000408;0.0036553
0.0000423;0.0037134
0.0000398;0.0036102
0.0000403;0.0036237
0.0000406;0.0036413
0.0000424;0.0037148
0.0000397;0.0036152
0.0000396;0.0036062
0.0000396;0.0036157
0.0000403;0.0036149
0.0000399;0.0036198
0.0000397;0.0036215
0.0000387;0.0035807
0.0000394;0.0036118
0.0000387;0.0035753
0.0000390;0.0035907
0.0000390;0.0035834
0.0000389;0.0035775
0.0000389;0.0035627
0.0000381;0.0035348
0.0000391;0.0036008
0.0000372;0.0035169
0.0000386;0.0035738
0.0000389;0.0035796
0.0000364;0.0034838
0.0000376;0.0035302
0.0000375;0.0035229
0.0000381;0.0035552
0.0000364;0.0034902
0.0000362;0.0034757
0.0000361;0.0034748
0.0000368;0.0034996
0.0000357;0.0034409
0.0000369;0.0035186
0.0000359;0.0034618
0.0000362;0.0034619
0.0000351;0.0034183
0.0000367;0.0035015
0.0000347;0.0034209
0.0000357;0.0034620
0.0000361;0.0034779
0.0000343;0.0033864
0.0000343;0.0033946
0.0000363;0.0034918
0.0000342;0.0033955
0.0000351;0.0034395
0.0000366;0.0034751
0.0000334;0.0033686
0.0000347;0.0034217
0.0000346;0.0034212
0.0000351;0.0034266
0.0000341;0.0034020
0.0000343;0.0033881
0.0000343;0.0034025
0.0000339;0.0033789
0.0000331;0.0033525
0.0000344;0.0034013
0.0000333;0.0033714
0.0000337;0.0033818
0.0000347;0.0033911
0.0000327;0.0033335
0.0000327;0.0033382
0.0000330;0.0033458
0.0000334;0.0033651
0.0000340;0.0034037
0.0000320;0.0033007
0.0000330;0.0033487
0.0000330;0.0033525
0.0000343;0.0034104
0.0000337;0.0033618
0.0000323;0.0033230
0.0000327;0.0033316
0.0000334;0.0033441
0.0000317;0.0032879
0.0000323;0.0033260
0.0000325;0.0033250
0.0000319;0.0033041
0.0000325;0.0033151
0.0000322;0.0033053
0.0000320;0.0033137
0.0000313;0.0032741
0.0000327;0.0033362
0.0000306;0.0032508
0.0000318;0.0032893
0.0000307;0.0032512
0.0000327;0.0033305
0.0000319;0.0033192
0.0000318;0.0032994
0.0000319;0.0033035
0.0000304;0.0032239
0.0000311;0.0032496
0.0000311;0.0032727
0.0000317;0.0033110
0.0000303;0.0032391
0.0000304;0.0032292
0.0000322;0.0033167
0.0000302;0.0032341
0.0000330;0.0033259
0.0000306;0.0032499
0.0000313;0.0032756
0.0000304;0.0032397
0.0000308;0.0032539
0.0000305;0.0032375
0.0000302;0.0032196
0.0000303;0.0032435
0.0000306;0.0032629
0.0000318;0.0033002
0.0000304;0.0032313
