# MSE;MAE
0.0285814;0.0780416
0.0120171;0.0406699
0.0002353;0.0078497
0.0000910;0.0050123
0.0000795;0.0046027
0.0000626;0.0041162
0.0000700;0.0041944
0.0000531;0.0037357
0.0000512;0.0036370
0.0000465;0.0035068
0.0000424;0.0033606
0.0000403;0.0032817
0.0000411;0.0032972
0.0000346;0.0030718
0.0000335;0.0030220
0.0000383;0.0031289
0.0000291;0.0028523
0.0000296;0.0028908
0.0000295;0.0029020
0.0000261;0.0027638
0.0000282;0.0028287
0.0000237;0.0026387
0.0000246;0.0027047
0.0000251;0.0026952
0.0000230;0.0025807
0.0000234;0.0026152
0.0000200;0.0024832
0.0000213;0.0025135
0.0000211;0.0025373
0.0000204;0.0024899
0.0000199;0.0024545
0.0000183;0.0023885
0.0000192;0.0024488
0.0000182;0.0023774
0.0000176;0.0023542
0.0000172;0.0023324
0.0000181;0.0023709
0.0000167;0.0022947
0.0000171;0.0023128
0.0000161;0.0022650
0.0000165;0.0022828
0.0000156;0.0022333
0.0000157;0.0022344
0.0000153;0.0022033
0.0000149;0.0021857
0.0000161;0.0022464
0.0000145;0.0021443
0.0000147;0.0021634
0.0000142;0.0021411
0.0000147;0.0021680
0.0000146;0.0021634
0.0000138;0.0021047
0.0000138;0.0021104
0.0000137;0.0020915
0.0000140;0.0021128
0.0000133;0.0020788
0.0000144;0.0021377
0.0000129;0.0020556
0.0000133;0.0020689
0.0000138;0.0020926
0.0000124;0.0020119
0.0000130;0.0020505
0.0000122;0.0020026
0.0000126;0.0020291
0.0000124;0.0020117
0.0000127;0.0020392
0.0000119;0.0019793
0.0000123;0.0020107
0.0000121;0.0020035
0.0000122;0.0019938
0.0000126;0.0020026
0.0000114;0.0019474
0.0000119;0.0019718
0.0000113;0.0019432
0.0000120;0.0019828
0.0000115;0.0019556
0.0000117;0.0019548
0.0000112;0.0019291
0.0000109;0.0019198
0.0000119;0.0019688
0.0000109;0.0019180
0.0000107;0.0019031
0.0000105;0.0018884
0.0000112;0.0019377
0.0000107;0.0018991
0.0000111;0.0019302
0.0000101;0.0018641
0.0000109;0.0019122
0.0000102;0.0018719
0.0000102;0.0018722
0.0000103;0.0018747
0.0000107;0.0018936
0.0000105;0.0018851
0.0000101;0.0018604
0.0000101;0.0018525
0.0000109;0.0019045
0.0000094;0.0018081
0.0000106;0.0018836
0.0000095;0.0018128
0.0000104;0.0018702
0.0000097;0.0018283
0.0000104;0.0018644
0.0000098;0.0018320
0.0000099;0.0018344
0.0000105;0.0018736
0.0000091;0.0017792
0.0000099;0.0018347
0.0000096;0.0018094
0.0000097;0.0018181
0.0000090;0.0017742
0.0000102;0.0018454
0.0000095;0.0018004
0.0000097;0.0018161
0.0000095;0.0018024
0.0000092;0.0017854
0.0000091;0.0017809
0.0000095;0.0017965
0.0000094;0.0017905
0.0000090;0.0017663
0.0000097;0.0018184
0.0000090;0.0017664
0.0000093;0.0017919
0.0000090;0.0017692
0.0000090;0.0017606
0.0000089;0.0017562
0.0000093;0.0017803
0.0000092;0.0017741
0.0000088;0.0017482
0.0000091;0.0017660
0.0000089;0.0017516
0.0000091;0.0017661
0.0000088;0.0017421
0.0000085;0.0017262
0.0000085;0.0017253
0.0000090;0.0017537
0.0000086;0.0017332
0.0000085;0.0017233
0.0000089;0.0017521
0.0000088;0.0017450
0.0000092;0.0017664
0.0000088;0.0017387
0.0000085;0.0017204
0.0000088;0.0017432
0.0000082;0.0017050
0.0000085;0.0017218
0.0000087;0.0017356
0.0000090;0.0017392
0.0000080;0.0016830
0.0000082;0.0017046
0.0000087;0.0017328
0.0000082;0.0017036
0.0000082;0.0017035
0.0000084;0.0017159
0.0000081;0.0016924
0.0000083;0.0017062
0.0000084;0.0017108
0.0000078;0.0016704
0.0000084;0.0017128
0.0000079;0.0016685
0.0000081;0.0016923
0.0000081;0.0016845
0.0000081;0.0016892
0.0000080;0.0016848
0.0000082;0.0016819
0.0000079;0.0016755
0.0000081;0.0016921
0.0000080;0.0016818
0.0000078;0.0016746
0.0000081;0.0016874
0.0000086;0.0017145
0.0000079;0.0016695
0.0000081;0.0016864
0.0000079;0.0016691
0.0000075;0.0016461
0.0000082;0.0016928
0.0000078;0.0016605
0.0000078;0.0016622
0.0000076;0.0016469
0.0000073;0.0016268
0.0000078;0.0016614
0.0000076;0.0016450
0.0000082;0.0016842
0.0000075;0.0016381
0.0000076;0.0016429
0.0000075;0.0016371
0.0000075;0.0016425
0.0000076;0.0016488
0.0000074;0.0016320
0.0000076;0.0016536
0.0000074;0.0016292
0.0000075;0.0016420
0.0000077;0.0016457
0.0000074;0.0016284
0.0000074;0.0016304
0.0000074;0.0016288
0.0000077;0.0016525
0.0000076;0.0016449
0.0000074;0.0016292
0.0000072;0.0016167
0.0000077;0.0016467
0.0000071;0.0016021
0.0000077;0.0016467
0.0000073;0.0016154
0.0000077;0.0016396
0.0000071;0.0016050
0.0000074;0.0016274
0.0000074;0.0016308
0.0000074;0.0016193
0.0000071;0.0016098
0.0000072;0.0016131
0.0000072;0.0016100
0.0000077;0.0016447
0.0000073;0.0016137
0.0000072;0.0016076
0.0000071;0.0016025
0.0000073;0.0016112
0.0000072;0.0016087
0.0000072;0.0016106
0.0000073;0.0016180
0.0000071;0.0015935
0.0000076;0.0016384
0.0000071;0.0016031
0.0000070;0.0015970
0.0000072;0.0016160
0.0000073;0.0016133
0.0000072;0.0016092
0.0000072;0.0016044
0.0000070;0.0015946
0.0000070;0.0015957
0.0000071;0.0015992
0.0000069;0.0015829
0.0000067;0.0015715
0.0000070;0.0015894
0.0000070;0.0015927
0.0000073;0.0016074
0.0000071;0.0015948
0.0000068;0.0015777
0.0000071;0.0015983
0.0000067;0.0015670
0.0000066;0.0015657
0.0000070;0.0015918
0.0000070;0.0015845
0.0000072;0.0016020
0.0000070;0.0015888
0.0000072;0.0016022
0.0000068;0.0015731
0.0000068;0.0015696
0.0000068;0.0015795
0.0000068;0.0015735
0.0000067;0.0015653
0.0000071;0.0015990
0.0000070;0.0015852
0.0000066;0.0015555
0.0000070;0.0015921
0.0000068;0.0015755
0.0000069;0.0015771
0.0000069;0.0015822
0.0000068;0.0015754
0.0000069;0.0015813
0.0000065;0.0015439
0.0000068;0.0015772
0.0000070;0.0015837
0.0000067;0.0015626
0.0000067;0.0015662
0.0000067;0.0015649
0.0000069;0.0015731
0.0000069;0.0015697
0.0000067;0.0015611
0.0000067;0.0015558
0.0000069;0.0015737
0.0000065;0.0015485
0.0000068;0.0015751
0.0000067;0.0015652
0.0000070;0.0015743
0.0000066;0.0015564
0.0000066;0.0015539
0.0000066;0.0015597
0.0000067;0.0015606
0.0000068;0.0015701
0.0000063;0.0015253
0.0000064;0.0015436
0.0000065;0.0015433
0.0000069;0.0015734
0.0000065;0.0015441
0.0000064;0.0015374
0.0000069;0.0015713
0.0000065;0.0015488
0.0000067;0.0015645
0.0000063;0.0015250
0.0000070;0.0015757
0.0000065;0.0015397
0.0000066;0.0015550
0.0000067;0.0015562
0.0000065;0.0015421
0.0000066;0.0015494
0.0000067;0.0015579
0.0000062;0.0015178
0.0000070;0.0015853
0.0000064;0.0015390
0.0000065;0.0015362
0.0000065;0.0015450
0.0000064;0.0015324
0.0000065;0.0015475
0.0000063;0.0015264
0.0000067;0.0015573
0.0000066;0.0015471
0.0000062;0.0015153
0.0000066;0.0015522
0.0000066;0.0015539
0.0000062;0.0015124
0.0000061;0.0015165
0.0000065;0.0015395
0.0000068;0.0015634
0.0000063;0.0015217
0.0000064;0.0015377
0.0000062;0.0015163
0.0000067;0.0015566
0.0000062;0.0015137
0.0000064;0.0015388
0.0000066;0.0015551
0.0000061;0.0015088
0.0000065;0.0015397
0.0000064;0.0015328
0.0000064;0.0015320
0.0000064;0.0015283
0.0000062;0.0015186
0.0000065;0.0015409
0.0000064;0.0015268
0.0000063;0.0015259
0.0000063;0.0015277
0.0000064;0.0015345
0.0000060;0.0015002
0.0000062;0.0015139
0.0000060;0.0015043
0.0000064;0.0015372
0.0000066;0.0015494
0.0000063;0.0015231
0.0000063;0.0015295
0.0000061;0.0015061
0.0000063;0.0015162
0.0000061;0.0015076
0.0000062;0.0015167
0.0000063;0.0015291
0.0000061;0.0015060
0.0000061;0.0015106
0.0000060;0.0015058
0.0000063;0.0015215
0.0000061;0.0015116
0.0000062;0.0015209
0.0000062;0.0015170
0.0000062;0.0015161
0.0000061;0.0015111
0.0000064;0.0015287
0.0000062;0.0015132
0.0000066;0.0015355
0.0000062;0.0015161
0.0000061;0.0015121
0.0000060;0.0014972
0.0000064;0.0015246
0.0000061;0.0015037
0.0000059;0.0014924
0.0000063;0.0015245
0.0000061;0.0015029
0.0000062;0.0015173
0.0000061;0.0014968
0.0000060;0.0014998
0.0000063;0.0015235
0.0000062;0.0015182
0.0000059;0.0014907
0.0000064;0.0015335
0.0000061;0.0015072
0.0000060;0.0014934
0.0000064;0.0015328
0.0000059;0.0014936
0.0000063;0.0015145
0.0000060;0.0014962
0.0000062;0.0015150
0.0000058;0.0014773
0.0000060;0.0015002
0.0000065;0.0015245
0.0000059;0.0014920
0.0000060;0.0014957
0.0000060;0.0015007
0.0000060;0.0014966
0.0000061;0.0015047
0.0000061;0.0014994
0.0000059;0.0014938
0.0000059;0.0014924
0.0000061;0.0015009
0.0000060;0.0014974
0.0000059;0.0014896
0.0000060;0.0014949
0.0000062;0.0015157
0.0000058;0.0014794
0.0000060;0.0014983
0.0000061;0.0015083
0.0000061;0.0015032
0.0000060;0.0014970
0.0000058;0.0014860
0.0000058;0.0014784
0.0000064;0.0015290
0.0000060;0.0014887
0.0000058;0.0014817
0.0000059;0.0014852
0.0000061;0.0015049
0.0000062;0.0015140
0.0000059;0.0014843
0.0000060;0.0014987
0.0000058;0.0014779
0.0000061;0.0015011
0.0000055;0.0014588
0.0000059;0.0014923
0.0000061;0.0015044
0.0000057;0.0014692
0.0000058;0.0014806
0.0000063;0.0015173
0.0000057;0.0014753
0.0000060;0.0014987
0.0000056;0.0014658
0.0000059;0.0014884
0.0000061;0.0015066
0.0000058;0.0014731
0.0000057;0.0014710
0.0000059;0.0014848
0.0000061;0.0014976
0.0000057;0.0014703
0.0000059;0.0014890
0.0000058;0.0014758
0.0000059;0.0014844
0.0000060;0.0014966
0.0000057;0.0014670
0.0000061;0.0015077
0.0000062;0.0015019
0.0000061;0.0014895
0.0000058;0.0014735
0.0000058;0.0014740
0.0000060;0.0014926
0.0000058;0.0014760
0.0000057;0.0014702
0.0000058;0.0014794
0.0000056;0.0014681
0.0000057;0.0014648
0.0000059;0.0014877
0.0000057;0.0014694
0.0000060;0.0014925
0.0000059;0.0014876
0.0000060;0.0014960
0.0000056;0.0014662
0.0000060;0.0014991
0.0000056;0.0014670
0.0000059;0.0014868
0.0000061;0.0014937
0.0000060;0.0014883
0.0000057;0.0014650
0.0000060;0.0014895
0.0000058;0.0014743
0.0000056;0.0014630
0.0000057;0.0014757
0.0000057;0.0014736
0.0000060;0.0014870
0.0000057;0.0014731
0.0000056;0.0014588
0.0000059;0.0014833
0.0000059;0.0014828
0.0000057;0.0014693
0.0000059;0.0014869
0.0000055;0.0014559
0.0000058;0.0014784
0.0000057;0.0014680
0.0000059;0.0014868
0.0000057;0.0014674
0.0000060;0.0014927
0.0000059;0.0014821
0.0000056;0.0014582
0.0000058;0.0014710
0.0000056;0.0014613
0.0000059;0.0014831
0.0000061;0.0014972
0.0000054;0.0014455
0.0000056;0.0014598
0.0000057;0.0014714
0.0000058;0.0014803
0.0000060;0.0014926
0.0000055;0.0014570
0.0000059;0.0014818
0.0000059;0.0014802
0.0000054;0.0014456
0.0000059;0.0014852
0.0000055;0.0014492
0.0000059;0.0014843
0.0000056;0.0014649
0.0000058;0.0014715
0.0000056;0.0014637
0.0000055;0.0014550
0.0000058;0.0014792
0.0000057;0.0014675
0.0000055;0.0014489
0.0000058;0.0014758
0.0000057;0.0014729
0.0000056;0.0014573
0.0000056;0.0014602
0.0000057;0.0014700
0.0000057;0.0014698
0.0000058;0.0014787
0.0000056;0.0014562
0.0000059;0.0014848
0.0000056;0.0014606
0.0000055;0.0014542
0.0000058;0.0014750
0.0000056;0.0014587
0.0000056;0.0014564
0.0000059;0.0014843
0.0000057;0.0014626
0.0000057;0.0014690
0.0000058;0.0014728
0.0000055;0.0014557
0.0000056;0.0014583
0.0000056;0.0014645
0.0000056;0.0014589
0.0000055;0.0014553
0.0000057;0.0014628
0.0000055;0.0014534
0.0000057;0.0014725
0.0000053;0.0014334
0.0000058;0.0014678
0.0000056;0.0014577
0.0000054;0.0014386
0.0000059;0.0014797
0.0000056;0.0014551
0.0000056;0.0014600
0.0000058;0.0014783
0.0000053;0.0014377
0.0000057;0.0014651
0.0000054;0.0014442
0.0000055;0.0014499
0.0000057;0.0014632
0.0000054;0.0014394
0.0000057;0.0014632
0.0000056;0.0014525
0.0000055;0.0014550
0.0000056;0.0014599
0.0000056;0.0014531
0.0000060;0.0014816
0.0000055;0.0014439
0.0000054;0.0014431
0.0000058;0.0014707
0.0000054;0.0014406
0.0000056;0.0014634
0.0000056;0.0014536
0.0000056;0.0014578
0.0000055;0.0014466
0.0000057;0.0014708
0.0000054;0.0014430
0.0000056;0.0014553
0.0000056;0.0014612
0.0000056;0.0014521
0.0000055;0.0014532
0.0000056;0.0014562
0.0000057;0.0014662
0.0000054;0.0014448
0.0000059;0.0014813
0.0000056;0.0014541
0.0000053;0.0014367
0.0000057;0.0014648
0.0000054;0.0014386
0.0000055;0.0014459
0.0000056;0.0014567
0.0000054;0.0014381
0.0000054;0.0014379
0.0000056;0.0014584
0.0000054;0.0014411
0.0000057;0.0014599
0.0000055;0.0014450
0.0000056;0.0014534
0.0000056;0.0014558
0.0000056;0.0014535
0.0000057;0.0014651
0.0000054;0.0014336
0.0000056;0.0014581
0.0000057;0.0014651
0.0000055;0.0014420
0.0000055;0.0014454
0.0000055;0.0014512
0.0000055;0.0014413
0.0000056;0.0014553
0.0000054;0.0014421
0.0000054;0.0014370
0.0000056;0.0014586
0.0000055;0.0014522
0.0000059;0.0014732
0.0000053;0.0014364
0.0000055;0.0014446
0.0000054;0.0014388
0.0000054;0.0014349
0.0000053;0.0014318
0.0000055;0.0014444
0.0000057;0.0014608
0.0000054;0.0014401
0.0000054;0.0014360
0.0000055;0.0014473
0.0000055;0.0014486
0.0000055;0.0014492
0.0000055;0.0014495
0.0000054;0.0014348
0.0000055;0.0014490
0.0000054;0.0014322
0.0000054;0.0014356
0.0000055;0.0014467
0.0000056;0.0014610
0.0000054;0.0014355
0.0000054;0.0014392
0.0000054;0.0014410
0.0000055;0.0014454
0.0000055;0.0014447
0.0000054;0.0014373
0.0000054;0.0014399
0.0000054;0.0014375
0.0000056;0.0014575
0.0000053;0.0014296
0.0000055;0.0014449
0.0000054;0.0014398
0.0000057;0.0014560
0.0000053;0.0014354
0.0000056;0.0014581
0.0000055;0.0014456
0.0000052;0.0014208
0.0000053;0.0014276
0.0000055;0.0014489
0.0000055;0.0014421
0.0000054;0.0014374
0.0000054;0.0014370
0.0000055;0.0014449
0.0000052;0.0014236
0.0000056;0.0014571
0.0000055;0.0014503
0.0000055;0.0014426
0.0000054;0.0014354
0.0000052;0.0014251
0.0000054;0.0014383
0.0000054;0.0014396
0.0000054;0.0014351
0.0000053;0.0014246
0.0000053;0.0014260
0.0000054;0.0014378
0.0000054;0.0014315
0.0000053;0.0014309
0.0000053;0.0014270
0.0000053;0.0014279
0.0000053;0.0014248
0.0000054;0.0014310
0.0000054;0.0014447
0.0000053;0.0014302
0.0000053;0.0014333
0.0000053;0.0014267
0.0000056;0.0014540
0.0000053;0.0014272
0.0000052;0.0014237
0.0000054;0.0014353
0.0000053;0.0014247
0.0000056;0.0014535
0.0000051;0.0014137
0.0000054;0.0014376
0.0000051;0.0014130
0.0000053;0.0014308
0.0000052;0.0014181
0.0000051;0.0014152
0.0000053;0.0014335
0.0000054;0.0014389
0.0000052;0.0014210
0.0000053;0.0014250
0.0000054;0.0014362
0.0000052;0.0014208
0.0000052;0.0014200
0.0000055;0.0014429
0.0000053;0.0014284
0.0000052;0.0014249
0.0000053;0.0014280
0.0000052;0.0014213
0.0000053;0.0014300
0.0000054;0.0014423
0.0000051;0.0014041
0.0000053;0.0014302
0.0000052;0.0014212
0.0000052;0.0014174
0.0000053;0.0014229
0.0000052;0.0014240
0.0000053;0.0014276
0.0000054;0.0014323
0.0000054;0.0014326
0.0000054;0.0014345
0.0000052;0.0014158
0.0000053;0.0014245
0.0000051;0.0014101
0.0000052;0.0014192
0.0000052;0.0014235
0.0000053;0.0014239
0.0000051;0.0014152
0.0000052;0.0014241
0.0000053;0.0014333
0.0000050;0.0014042
0.0000053;0.0014293
0.0000056;0.0014393
0.0000053;0.0014169
0.0000053;0.0014237
0.0000053;0.0014297
0.0000051;0.0014066
0.0000053;0.0014284
0.0000053;0.0014239
0.0000051;0.0014065
0.0000052;0.0014188
0.0000053;0.0014313
0.0000052;0.0014196
0.0000053;0.0014290
0.0000051;0.0014056
0.0000053;0.0014269
0.0000051;0.0014124
0.0000051;0.0014099
0.0000053;0.0014306
0.0000051;0.0014081
0.0000051;0.0014087
0.0000054;0.0014320
0.0000051;0.0014073
0.0000053;0.0014229
0.0000053;0.0014279
0.0000049;0.0013958
0.0000052;0.0014170
0.0000053;0.0014244
0.0000052;0.0014204
0.0000052;0.0014145
0.0000051;0.0014083
0.0000052;0.0014166
0.0000052;0.0014196
0.0000050;0.0014040
0.0000051;0.0014075
0.0000052;0.0014230
0.0000052;0.0014187
0.0000053;0.0014275
0.0000052;0.0014178
